City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,pampa,-100.9599,35.5362,308.68,23,82,4.69,US,1691495846
366,les cayes,-73.75,18.2,301.02,82,42,2.4,HT,1691490910
367,krasnyy chikoy,108.7512,50.3643,291.13,82,98,1.74,RU,1691529820
368,talnakh,88.3972,69.4865,288.82,60,97,0.39,RU,1691526939
369,demyansk,32.466,57.643,286.35,84,26,1.27,RU,1691546464
370,springbok,17.8865,-29.6643,284.58,51,0,3.63,ZA,1691558852
371,kill devil hills,-75.676,36.0307,300.36,76,75,2.57,US,1691489720
372,aberystwyth,-4.0829,52.4155,282.99,84,78,0.9,GB,1691556521
373,lorengau,147.2712,-2.0226,301.17,79,93,7.73,PG,1691525727
374,sisimiut,-53.6735,66.9395,280.46,67,9,1.84,GL,1691476565
375,cockburn town,-71.1419,21.4612,301.88,86,37,7.83,TC,1691490021
376,igrim,64.4162,63.1906,285.89,84,99,3.04,RU,1691536819
377,saldanha,17.9442,-33.0117,284.51,84,0,5.61,ZA,1691559148
378,atasu,71.6433,48.6814,292.69,71,30,2.43,KZ,1691539041
379,tegueste,-16.3167,28.5167,293.52,89,100,7.72,ES,1691562672
380,huamuxtitlan,-98.5667,17.8167,303.22,56,2,1.47,MX,1691496897
381,salair,85.7972,54.2312,288.08,67,52,0.09,RU,1691534524
382,howrah,88.3103,22.5892,300.15,94,75,2.57,IN,1691538072
383,puerto penasco,-113.5333,31.3167,304.77,79,26,4.92,MX,1691499309
384,doctor juan leon mallorquin,-55.2667,-25.4,292.87,89,90,3.71,PY,1691489676
385,umm kaddadah,26.6876,13.6017,299.66,65,54,2.51,SD,1691553566
386,mili,171.735,6.0815,301.37,78,79,5.92,MH,1691519292
387,manggar,108.2667,-2.8833,300.47,72,20,6.57,ID,1691535146
388,lagunas,-75.6753,-5.2269,299.91,72,78,0.69,PE,1691493061
389,fale old settlement,-171.2468,-9.3852,301.16,78,91,5.98,TK,1691602666
390,scarborough,-0.4044,54.2797,285.25,82,69,0.89,GB,1691555227
391,bor,44.0669,56.3567,294.11,78,0,3.11,RU,1691544028
392,viqueque,126.3658,-8.8673,298.24,68,63,1.88,TL,1691531218
393,peniche,-9.3811,39.3558,294.42,93,21,3.31,PT,1691559861
394,havre,0.3333,49.5833,289.93,94,100,7.72,FR,1691556012
395,alofi,-169.9187,-19.0595,301.09,83,75,2.82,NU,1691516673
396,ust'-talovka,81.85,50.5493,290.32,51,75,1.09,KZ,1691536247
397,arraias,-46.9437,-12.9288,297.07,28,0,1.21,BR,1691486713
398,laguna,-121.4238,38.421,308.88,42,0,6.17,US,1691500427
399,hilo,-155.09,19.7297,302.19,77,100,2.06,US,1691510314
400,es castell,4.2854,39.8795,295.53,73,0,1.03,ES,1691556514
401,pitimbu,-34.8086,-7.4706,297.48,81,29,4.68,BR,1691483412
402,yangjiang,111.9667,21.85,301.25,75,59,1.57,CN,1691532454
403,jimenez,-105.4,28.3333,311.95,13,4,3.98,MX,1691497643
404,terra santa,-56.4869,-2.1042,300.16,58,98,1.24,BR,1691488238
405,antalaha,50.2788,-14.9003,292.61,90,32,2.63,MG,1691549904
406,mejit,170.8646,10.2753,301.48,72,78,6.18,MH,1691519202
407,makungu,35.2833,-8.7333,285.4,88,1,1.05,TZ,1691553064
408,muravlenko,74.523,63.7898,284.79,85,82,8.02,RU,1691534115
409,saint-sulpice-la-pointe,1.6874,43.7742,294.42,39,39,1.38,FR,1691556620
410,new plymouth,174.0833,-39.0667,282.21,73,84,5.31,NZ,1691522334
411,zamora,-78.9567,-4.0692,294.39,96,98,0.45,EC,1691493767
412,barah,30.3667,13.7,297.85,72,22,5.77,SD,1691552675
413,al bawiti,28.8659,28.3492,298.42,60,0,4.02,EG,1691551839
414,kenora,-94.4337,49.8167,292.47,72,78,4.47,CA,1691492248
415,karachi,67.0822,24.9056,300.05,83,75,5.14,PK,1691542971
416,la sarre,-79.1996,48.8002,293.53,65,34,3.36,CA,1691488774
417,laminusa,120.9136,5.5549,301.47,77,85,3.45,PH,1691531527
418,olovyannaya,115.5667,50.95,294.63,47,4,0.74,RU,1691528069
419,pachino,15.0907,36.7186,296.4,71,0,3.02,IT,1691554295
420,riohacha,-72.9072,11.5444,300.73,86,24,1.72,CO,1691491213
421,hasaki,140.8333,35.7333,303.31,91,99,6.31,JP,1691524210
422,yemetsk,41.7941,63.4721,285.99,94,1,1.98,RU,1691542133
423,lukoyanov,44.4786,55.0277,290.27,66,2,3.34,RU,1691544264
424,porto novo,2.6036,6.4965,299.05,89,17,3.4,BJ,1691559855
425,qui nhon,109.2333,13.7667,302.35,65,86,3.19,VN,1691533740
426,quellon,-73.6167,-43.1167,283.29,93,100,3.09,CL,1691495896
427,vanimo,141.3028,-2.6741,301.31,71,48,2.44,PG,1691527204
428,broome,-75.833,42.2506,291.87,93,100,4.02,US,1691488986
429,daru,143.2092,-9.0763,298.41,77,80,7.38,PG,1691527191
430,wattegama,81.4808,6.7989,297.49,80,100,2.24,LK,1691540903
431,parkes,148.1833,-33.1333,290.01,49,0,2.24,AU,1691527923
432,port lincoln,135.8667,-34.7333,287.87,46,1,10.0,AU,1691531035
433,kozhevnikovo,83.9714,56.2589,284.96,89,37,1.66,RU,1691534463
434,noumea,166.4572,-22.2763,296.14,51,61,3.57,NC,1691522592
435,at taj,23.2857,24.2049,300.86,33,2,4.68,LY,1691553546
436,rio grande,-52.0986,-32.035,287.56,75,100,7.54,BR,1691489509
437,empalme,-110.8167,27.9667,314.77,44,20,10.29,MX,1691498978
438,shahrak,64.3052,34.1074,286.19,43,0,1.97,AF,1691542762
439,cruzeiro do sul,-51.9853,-29.5128,290.66,74,100,2.41,BR,1691489247
440,shanghai,121.4581,31.2222,302.08,80,75,4.0,CN,1691529334
441,colac,143.5833,-38.3333,283.8,70,74,4.76,AU,1691529565
442,nampula,39.2666,-15.1165,287.96,90,12,1.79,MZ,1691552562
443,cape canaveral,-80.6048,28.4058,306.52,80,0,6.17,US,1691491684
444,puerto madero,-92.4215,14.7208,299.26,100,75,2.57,MX,1691495660
445,skelleftea,20.9528,64.7507,289.35,96,0,3.09,SE,1691546528
446,totness,-56.3167,5.8833,298.56,89,93,4.26,SR,1691487638
447,minab,57.0801,27.1467,306.08,64,1,0.38,IR,1691545175
448,selkirk,-96.8845,50.1436,297.08,35,39,6.95,CA,1691492776
449,xinyuan,99.0,37.3,286.2,71,95,0.77,CN,1691534078
450,mocajuba,-49.5072,-2.5842,299.88,74,96,1.57,BR,1691486597
451,millerovo,40.3967,48.9226,294.06,62,1,3.31,RU,1691546505
452,inda silase,38.2829,14.1031,287.88,93,48,1.34,ET,1691550745
453,kupino,77.2981,54.3663,289.32,69,81,2.67,RU,1691536535
454,wuhai,106.8122,39.6647,299.64,57,80,9.56,CN,1691531918
455,coahuayana de hidalgo,-103.6583,18.7,303.91,76,13,2.23,MX,1691498050
456,ocean city,-74.5746,39.2776,299.26,67,60,2.68,US,1691489071
457,santa cruz,-63.1667,-17.8,298.18,44,0,4.12,BO,1691490966
458,sona,10.8255,45.4388,292.92,72,0,2.06,IT,1691554180
459,nguigmi,13.1092,14.2495,302.71,58,29,4.37,NE,1691556777
460,kalas,74.8,18.1667,296.67,80,99,2.01,IN,1691541671
461,callao,-77.15,-12.0667,295.77,73,0,6.69,PE,1691493898
462,ilha de mocambique,40.7358,-15.0342,295.72,72,0,7.16,MZ,1691552204
463,murehwa,31.784,-17.6432,280.46,56,0,2.35,ZW,1691554544
464,mazamari,-74.5308,-11.3258,297.25,76,78,0.67,PE,1691493217
465,kalix,23.1565,65.853,289.96,85,41,5.14,SE,1691545394
466,ad darb,42.2526,17.7229,307.84,27,62,3.15,SA,1691549518
467,pisco,-76.2167,-13.7,293.18,77,0,6.17,PE,1691493793
468,rayne,-92.2685,30.2349,308.14,61,79,6.98,US,1691494309
469,pargolovo,30.2718,60.0869,289.59,73,66,0.58,RU,1691546231
470,soto la marina,-98.2167,23.7667,306.01,52,0,9.31,MX,1691496327
471,kharkhorin,102.8238,47.1975,293.06,61,97,3.37,MN,1691531803
472,rabaul,152.1721,-4.1967,301.25,74,74,8.46,PG,1691524701
473,baoqing,132.2111,46.3317,293.33,89,78,2.29,CN,1691524883
474,pangody,74.4859,65.85,280.92,84,100,8.88,RU,1691533045
475,kendari,122.4989,-3.945,298.82,78,70,0.77,ID,1691531804
476,biltine,20.9167,14.5333,298.93,75,76,3.88,TD,1691554882
477,revelstoke,-118.2023,50.9832,297.16,60,75,1.03,CA,1691497735
478,kormend,16.606,47.011,285.0,81,25,1.71,HU,1691552544
479,baissa,10.6333,7.2333,295.03,98,100,0.4,NG,1691557877
480,suolahti,25.8536,62.5642,287.67,100,0,1.99,FI,1691546361
481,nuuk,-51.7216,64.1835,278.49,93,91,3.09,GL,1691477701
482,dunedin,170.5036,-45.8742,279.15,84,98,4.47,NZ,1691524057
483,muscatine,-91.1335,41.4667,299.38,71,20,1.54,US,1691492767
484,mazagao,-51.2894,-0.115,299.18,93,78,2.44,BR,1691486853
485,olinda,-34.8553,-8.0089,299.0,73,40,4.12,BR,1691483461
486,oranjemund,16.4333,-28.55,285.2,93,2,4.19,NA,1691559102
487,praia,-23.5087,14.9215,298.73,73,13,5.16,CV,1691479103
488,el calafate,-72.2768,-50.3408,274.31,89,35,2.98,AR,1691496657
489,cumbum,77.3,9.7333,295.78,87,100,2.93,IN,1691541699
490,chifeng,118.9636,42.2683,293.37,81,49,1.64,CN,1691528662
491,turki,43.2731,51.987,295.36,49,19,3.2,RU,1691545231
492,kidal,1.4078,18.4411,303.12,49,57,4.23,ML,1691559267
493,gulf shores,-87.7008,30.246,305.01,70,0,5.14,US,1691493212
494,mabaruma,-59.7833,8.2,298.32,89,99,1.65,GY,1691488305
495,kerikeri,173.9474,-35.2268,288.1,76,46,0.45,NZ,1691521952
496,shakawe,21.85,-18.3667,287.52,38,5,3.14,BW,1691556981
497,aver-o-mar,-8.7812,41.4078,296.66,88,0,1.54,PT,1691559457
498,bamboo flat,92.7167,11.7,301.2,83,40,4.12,IN,1691537856
499,coyhaique,-72.0662,-45.5752,280.12,65,100,1.03,CL,1691495859
500,dalcahue,-73.7022,-42.3628,282.71,100,100,5.14,CL,1691495820
501,dawei,98.2,14.0833,298.29,94,100,1.2,MM,1691536365
502,changyon,125.0961,38.2508,300.56,77,9,2.32,KP,1691527700
503,zalingei,23.4741,12.9096,293.85,91,63,1.85,SD,1691554388
504,rajgarh,75.3833,28.6333,302.23,65,98,7.13,IN,1691540644
505,belo sur tsiribihina,44.55,-19.7,289.69,81,0,1.3,MG,1691551636
506,queenstown,26.8753,-31.8976,283.47,78,89,2.16,ZA,1691556901
507,shohimardon,71.8028,39.9839,289.58,56,8,1.56,UZ,1691540286
508,amahai,128.9167,-3.3333,298.85,81,34,5.3,ID,1691530222
509,newman,-121.0208,37.3138,308.87,22,0,4.02,US,1691500462
510,scottburgh,30.7532,-30.2867,292.98,60,95,6.52,ZA,1691555822
511,kloulklubed,134.2556,7.0419,298.43,81,100,7.33,PW,1691528220
512,kabansk,106.6528,52.0486,290.07,98,100,1.73,RU,1691529990
513,gwadar,62.3254,25.1216,300.12,81,80,2.73,PK,1691544095
514,geraldton,114.6,-28.7667,285.38,94,100,2.06,AU,1691535574
515,chernyshevskiy,112.4714,63.0128,292.97,66,47,4.33,RU,1691525340
516,mpika,31.4529,-11.8343,285.89,64,37,2.85,ZM,1691554201
517,lumphat,106.9816,13.4878,297.4,95,57,1.38,KH,1691534301
518,chemini,4.6167,36.6,295.26,47,5,0.76,DZ,1691556823
519,kruisfontein,24.7314,-34.0033,285.86,88,92,0.73,ZA,1691557617
520,mineros,-63.2333,-17.1167,297.36,43,0,1.8,BO,1691490931
521,akdepe,59.3788,42.0551,299.11,42,0,0.54,TM,1691543001
522,visakhapatnam,83.2093,17.69,301.63,65,97,1.6,IN,1691539689
523,cole harbour,-63.4751,44.6724,293.25,93,91,3.58,CA,1691485671
524,st. john's,-52.7093,47.5649,286.86,89,100,3.6,CA,1691482625
525,menongue,17.691,-14.6585,285.66,48,6,1.03,AO,1691557706
526,gao,1.637,16.6362,304.33,46,98,2.28,ML,1691559351
527,paradip garh,86.6167,20.3167,300.26,75,94,3.76,IN,1691538664
528,chimore,-65.1333,-16.9833,298.13,57,11,0.77,BO,1691491376
529,mogok,96.5,22.9167,291.49,99,100,1.25,MM,1691536078
530,chichihualco,-99.65,17.6833,299.52,71,8,0.24,MX,1691497168
531,ishinomaki,141.3,38.4167,302.2,81,9,7.35,JP,1691523789
532,zhezqazghan,67.7667,47.7833,298.52,37,77,2.19,KZ,1691540127
533,akjoujt,-14.4164,19.6969,305.85,23,1,4.58,MR,1691562967
534,keita,5.7749,14.7551,299.32,73,94,4.31,NE,1691558500
535,qamdo,97.2333,31.1667,281.38,78,71,1.76,CN,1691535156
536,kovur,79.9833,14.4833,300.39,69,100,2.67,IN,1691540707
537,cooper's town,-77.5167,26.8667,303.29,74,19,3.28,BS,1691491084
538,cartagena del chaira,-74.8429,1.3349,298.09,82,87,1.66,CO,1691492404
539,zaragoza,-0.8773,41.6561,298.4,58,0,1.34,ES,1691557526
540,korkut,41.7822,38.7391,295.89,30,0,1.34,TR,1691547649
541,lenger,69.8839,42.183,293.84,37,6,2.54,KZ,1691540461
542,selfoss,-20.9971,63.9331,283.73,80,69,1.83,IS,1691557021
543,hami,93.45,42.8,303.09,31,100,2.82,CN,1691534717
544,tamandare,-35.1047,-8.7597,297.15,81,34,3.2,BR,1691483574
545,waingapu,120.2641,-9.6567,298.8,69,44,7.04,ID,1691532738
546,port isabel,-97.2086,26.0734,306.52,69,0,8.75,US,1691495883
547,caleta de carquin,-77.6267,-11.0925,292.57,80,15,5.12,PE,1691493943
548,shimoda,138.95,34.6667,300.99,88,97,4.1,JP,1691524779
549,nelson bay,152.15,-32.7167,290.37,84,7,3.58,AU,1691526931
550,alausi,-78.8333,-2.2,281.99,85,100,2.91,EC,1691493608
551,tillaberi,1.4531,14.2117,302.19,60,86,3.7,NE,1691559577
552,constitucion,-72.4167,-35.3333,285.83,68,100,1.09,CL,1691494710
553,lerwick,-1.1494,60.1545,284.15,80,100,14.09,GB,1691553761
554,vila velha,-40.2925,-20.3297,296.12,88,40,7.15,BR,1691485673
555,yuxi,102.5422,24.355,292.38,96,89,1.48,CN,1691534506
556,isangel,169.2667,-19.55,295.31,60,91,6.96,VU,1691521704
